sentence,classification
"That he was shot by somebody who shouldn't have been there in the first place.",False
"We did it in Bosnia and it made a difference.",False
"OK, it looks like he's hitting the brakes again.",False
"That's how I feel.",False
":) hi 10-24-40sUser6",False
"We're better prepared.",False
"In fact, his friend stayed there.",False
"poor doll",False
"Now Arizona's governor has a few choice words.",False
"You're absolutely right.",False
"He's a dissident cleric, of course, but do you think he represents as growing faction in Iran.",True
"There needs to be some type of revenge.",False
"The winter months has slowed but not stop the refugees and migrants from coming.",False
"And I think that this is a challenging situation for, you know, the State Department doing what we call, you know, expeditionary diplomacy that we are going to put people into difficult situations without necessarily having, you know, boots on the ground.",False
"You're going to get sick.",False
"And, of course, if you understand London in itself, it's a very busy, busy city.",False
"JOIN",False
"On Thursday, just 25 percent of Florida's ICU beds were available.",False
"And number two, what did Donald Trump Jr. receive in this meeting of value that somehow helped the election process.",True
"Let me paint a little scenario for you, here.",False
"I have been trying for so, so long to get ahold of you.",False
"Basically we gave them power a year ago.",False
"how are you 11-06-adultsUser129.",True
"Most of them small, but again, you've had a couple of the large ones mixed in.",False
"JOIN",False
"So she was with the mom at the no clothes party.",True
"11-08-adultsUser101, I have e-herpes",False
"Why not.",True
"yeah!",False
"New York City Police Commissioner Howard Safir has held this post for four years and he joins us this morning from New York City.",False
"humm forgot i was here",False
"Now he is to be sentenced on July 19.",False
"More in a second with Mike, but first back to Atlanta and Daryn Kagan.",False
"So, let's talk more about all of this with Linda Feldmann.",False
"They've actually put in an effort.",False
"Certainly a tragedy.",False
"If you listen to the rhetoric, it is so over the top and so overheated, I'm happy to talk to them.",False
"my therapist fired me ",False
"It's time to find the coats.",False
"its worth a shot i guess.",False
"lmao",False
"lol",False
"Michael Jackson is meeting with all those members of the Congressional Black Caucus to focus attention on the AIDS epidemic in Africa.",False
"Among those who will be appearing before that parole board will be the senior pastor at Martin Luther King Jr.'s church in Atlanta.",False
"And, you know, this whole case is a study in contrast, as we talk about these very morbid subjects.",False
"i dont wanna talk to you either!",False
"Republicans are saying, wait a minute, hang on here.",False
"But we've got plenty of alternative bills out there.",False
"So, I think a long time ago, we talked about it being two Fergusons, the side where Camp Field resides and then the side where the police department is.",False
"Well, I think, for one thing, because the Iranians are killing American soldiers in Iraq and have been for years.",False
"This is no different than when you or I would mark our shirts or lunchbox or lunch for the day with our name in order to let everybody else know, hey, this is our property.",False
"And how many people share the sentiment of those people behind you who are picking up the pieces and trying to heal after what has happened in Ferguson.",True
"I don't think the reason she was on the Oprah Show was just to get a free trip to Chicago because you literally go in, stay in a hotel, go to the studio and leave.",False
"I was trying to remember exactly what it was.",False
"Well, Becky, we know that this is the biggest decision that any president can make to fill the vacancy on the Supreme Court.",False
"man",False
"And that rain continuing to move in from the southwest, moving towards the north and east.",False
"I could go on and on in the values.",False
"This gives you a general topographical map of where everything is.",False
"lol...ty  11-08-40sUser19",False
"jesus loves me",False
"NICK :10-19-adultsUser28",False
"PART",False
"We've seen suicide attacks by his organization in the Africa bombing, in the Cole bombing.",False
"PART",False
"But you know, I'm a Jew, I watch what is going on with us, too.",False
"Same number, but they are taking action.",False
"It goes in strange sort of surges.",False
"The couple then escaped in a dark SUV.",False
"What I can say about the video, since there's an ongoing investigation, I don't want to compromise that, it gives us a different angle and a closer view of the incident which is very helpful in evaluating next steps once the investigation comes to our office.",False
"The wife told the FBI she tried to talk her husband out of doing anything violent and did not know about his plan, did not know about his plan to attack the nightclub.",False
"It could be linked to that, Anderson.",False
"ky",False
"As we said, opposition forces are fighting back.",False
"PART",False
"Loads of clothes for our kids.",False
"Meanwhile, many Palestinians are watching closely from inside Lebanon.",False
